Tests,Sum of 15,Ave RMSE of 15 mins,"RMSE 15 OFF, 15 OFF","RMSE 15 OFF, 15 ON","RMSE 15 ON, 15 ON","RMSE 15 ON, 15 OFF",Total Tests Used,Average RMSE
1781,15,0.0812011369948548,,,0.162327713351899,,,
1782,15,0.0811808438510649,,,,,,
1783,15,0.0811616194810132,,,0.162342463332078,,,
1784,15,0.0811420783810264,,,,,,
1785,15,0.0811228843194619,,,0.162264962700488,,,
1786,15,0.0811029148606485,,,,,,
1787,15,0.0810835940868282,,,0.162186508947477,,,
1788,15,0.0810642563389181,,,,,,
1789,15,0.0810451524836468,,,0.162109408822565,,,
1790,13,0.0810659355250176,,,,,,
1791,0,0.0811869341308984,,,,0.162232086614545,,
1792,0,0.0812283535830904,0.162415287713989,,,,,
1793,0,0.0812932429005282,,,,,,
1794,0,0.0813019701915207,0.162595213092049,,,,,
1795,0,0.0815092917848171,,,,,,
1796,0,0.0816145822926868,0.163123874077504,,,,,
1797,0,0.0816734974766225,,,,,,
1798,0,0.081760265972884,0.163433763449507,,,,,
1799,0,0.0817376630383646,,,,,,
1800,0,0.0817150503367958,0.16345271337516,,,,,
1801,0,0.0816924487906644,,,,,,
1802,0,0.0816698529709878,0.163362301761652,,,,,
1803,0,0.0816472813703411,,,,,,
1804,0,0.0816247398062558,0.163272021176597,,,,,
1805,0,0.0816023143894103,,,,,,
1806,0,0.0816201718178404,0.163222486207251,,,,,
1807,0,0.0817282760455881,,,,,,
1808,0,0.0817075846773231,0.163435860722911,,,,,
1809,0,0.0816858738212848,,,,,,
1810,0,0.0816637890532982,0.163349662874583,,,,,
1811,0,0.0816417251073965,,,,,,
1812,0,0.0816196750554943,0.163261400162891,,,,,
1813,0,0.081597670507114,,,,,,
1814,0,0.0815756517307346,0.163173322237849,,,,,
1815,0,0.0815536694649482,,,,,,
1816,0,0.0815317348213983,0.163085404286346,,,,,
1817,0,0.0815098543235091,,,,,,
1818,0,0.0814879774315308,0.16299783175504,,,,,
1819,0,0.0814660726691357,,,,,,
1820,0,0.0814442430105883,0.162910315679724,,,,,
1821,0,0.081422424717618,,,,,,
1822,0,0.0814006093123925,0.16282303403001,,,,,
1823,0,0.0813787686500111,,,,,,
1824,0,0.0813569556988497,0.162735724348861,,,,,
1825,0,0.0813352911122854,,,,,,
1826,0,0.0813135855380265,0.162648876650312,,,,,
1827,0,0.0812919188663207,,,,,,
1828,0,0.0812702521561207,0.162562171022441,,,,,
1829,0,0.0812485591880003,,,,,,
1830,0,0.0812270601911618,0.162475619379162,,,,,
1831,0,0.0812054682519342,,,,,,
1832,0,0.0811839163682775,0.162389384620212,,,,,
1833,0,0.0811624536836277,,,,,,
1834,0,0.0811409584611424,0.16230341214477,,,,,
1835,0,0.0811194426191815,,,,,,
1836,0,0.0810979712188074,0.162217413837989,,,,,
1837,0,0.0810766281082879,,,,,,
1838,0,0.0810551886231469,0.162131816731435,,,,,
1839,0,0.0810338498942131,,,,,,
1840,0,0.0810124293209937,0.162046279215207,,,,,
1841,0,0.0809910501297474,,,,,,
1842,0,0.0809696178908288,0.161960668020576,,,,,
1843,0,0.0809480981818719,,,,,,
1844,0,0.0809267032935329,0.161874801475405,,,,,
1845,0,0.0809057038656073,,,,,,
1846,0,0.0808849539335586,0.161790657799166,,,,,
1847,0,0.0808634925881668,,,,,,
1848,0,0.0808579642292207,0.161721456817388,,,,,
1849,7,0.080911839912351,,,,,,
1850,15,0.081016333188866,,0.161874297418087,,,,
1851,15,0.0810854435496387,,,0.162101776738505,,,
1852,15,0.0812121403249355,,,,,,
1853,15,0.0811956189058424,,,0.162407759230778,,,
1854,15,0.0811762660040089,,,,,,
1855,15,0.0811584860925541,,,0.162334752096563,,,
1856,15,0.0811413575592212,,,,,,
1857,15,0.0811249994673086,,,0.16226635702653,,,
1858,15,0.0811075884784341,,,,,,
1859,15,0.0812429699518828,,,0.162350558430317,,,
1860,15,0.0812629594862801,,,,,,
1861,15,0.0812454056744936,,,0.162508365160774,,,
1862,15,0.0812293111101696,,,,,,
1863,15,0.0812128199978491,,,0.162442131108019,,,
1864,15,0.0812385262852663,,,,,,
1865,2,0.0813145589062524,,,,,,
1866,0,0.0813578615631436,,,,0.16259638784841,,
1867,0,0.0813808674011884,0.162738728964332,,,,,
1868,0,0.081416954553654,,,,,,
1869,0,0.0813956383916002,0.162812592945254,,,,,
1870,14,0.0815314088159225,,,,,,
1871,15,0.0815975829319593,,0.162993221323559,,,,
1872,15,0.0816151833638652,,,0.163212766295824,,,
1873,15,0.0817144262956014,,,,,,
1874,15,0.0816967504241961,,,0.163411176719798,,,
1875,15,0.0816788414130369,,,,,,
1876,15,0.0816604955983374,,,0.163339337011374,,,
1877,15,0.0816433557538829,,,,,,
1878,15,0.0816259902191087,,,0.163269345972992,,,
1879,15,0.0816087334162009,,,,,,
1880,15,0.081590578932665,,,0.163199312348866,,,
1881,15,0.0815732688675704,,,,,,
1882,15,0.0815562625918163,,,0.163129531459387,,,
1883,9,0.081563803065345,,,,,,
1884,0,0.081642618213443,,,,0.163198880805259,,
1885,0,0.081663374788242,0.163305993001685,,,,,
1886,0,0.0817839877814534,,,,,,
1887,0,0.0817672670562913,0.163551254837745,,,,,
1888,0,0.0817465586645326,,,,,,
1889,0,0.081849356440812,0.163595915105345,,,,,
1890,0,0.0818862138703343,,,,,,
1891,0,0.0818646481983995,0.163750862068734,,,,,
1892,0,0.0818430986855166,,,,,,
1893,0,0.0818215966020578,0.163664695287574,,,,,
1894,0,0.0818002899948613,,,,,,
1895,0,0.0817882294111512,0.163588519406012,,,,,
1896,0,0.0819080324197521,,,,,,
1897,0,0.0818928184929445,0.163800850912697,,,,,
1898,0,0.0818715536270347,,,,,,
1899,0,0.0818502640043435,0.163721817631378,,,,,
1900,0,0.0818289194524842,,,,,,
1901,0,0.081807669850716,0.1636365893032,,,,,
1902,0,0.0817865783219462,,,,,,
1903,0,0.0817654390609074,0.163552017382854,,,,,
1904,0,0.0817443215222108,,,,,,
1905,0,0.0817231959465989,0.16346751746881,,,,,
1906,0,0.0817021271250003,,,,,,
1907,0,0.0816810459358056,0.163383173060806,,,,,
1908,0,0.0816600186885261,,,,,,
1909,0,0.0816389938061043,0.16329901249463,,,,,
1910,0,0.0816182608474334,,,,,,
1911,0,0.0815973107580435,0.163215571605477,,,,,
1912,0,0.0815764191560298,,,,,,
1913,0,0.0815556397731486,0.163132058929178,,,,,
1914,0,0.0815348585773883,,,,,,
1915,0,0.081514119115612,0.163048977693,,,,,
1916,0,0.0814933743201338,,,,,,
1917,0,0.0814725859313163,0.16296596025145,,,,,
1918,0,0.0814517988042385,,,,,,
1919,0,0.0814311129876861,0.162882911791925,,,,,
1920,0,0.0814104742661101,,,,,,
1921,0,0.081389815943539,0.162800290209649,,,,,
1922,0,0.0813692575257233,,,,,,
1923,0,0.0813487932787178,0.162718050804441,,,,,
1924,0,0.0813282154293027,,,,,,
1925,0,0.0813078283739361,0.162636043803239,,,,,
1926,0,0.0812873268298297,,,,,,
1927,0,0.0812667785985136,0.162554105428343,,,,,
1928,0,0.0812463045955997,,,,,,
1929,0,0.0812259432823757,0.162472247877975,,,,,
1930,0,0.0812055203866987,,,,,,
1931,0,0.0811851283231657,0.162390648709864,,,,,
1932,0,0.0811647440334593,,,,,,
1933,0,0.081144468600806,0.162309212634265,,,,,
1934,0,0.081124136531212,,,,,,
1935,0,0.0811037241809956,0.162227860712208,,,,,
1936,0,0.081083098415677,,,,,,
1937,0,0.0810625082092946,0.162145606624972,,,,,
1938,0,0.0810419136033727,,,,,,
1939,0,0.0810211232317596,0.162063036835132,,,,,
1940,0,0.0810003371892925,,,,,,
1941,0,0.0809795724713396,0.161979909660632,,,,,
1942,3,0.0809603183758553,,,,,,
1943,15,0.081043955769403,,0.162023528240743,,,,
1944,15,0.0811123827644566,,,0.16215633853386,,,
1945,15,0.0811846157822479,,,,,,
1946,15,0.0811698503934408,,,0.162354466175689,,,
1947,15,0.081154441087816,,,,,,
1948,15,0.081136382202885,,,0.162290823290701,,,
1949,15,0.0811190543583796,,,,,,
1950,15,0.0811016519872687,,,0.162220706345648,,,
1951,15,0.0810855914090805,,,,,,
1952,15,0.0810681568290618,,,0.162153748238142,,,
1953,15,0.0810515052099016,,,,,,
1954,15,0.08167869799397,,,0.162730203203872,,,
1955,15,0.082789892864013,,,,,,
1956,15,0.0827819221002001,,,0.165571814964213,,,
1957,15,0.0827678009394298,,,,,,
1958,1,0.0827610704322437,,,,,,
1959,0,0.0828383402135564,,,,,,
1960,0,0.0828924783191677,,,,,,
1961,0,0.0829389971374532,,,,,,
1962,0,0.0829186999263196,,,,,,
1963,15,0.0830219419767877,,,,,,
1964,15,0.0831320697504512,,,0.166154011727239,,,
1965,15,0.0831458729465097,,,,,,
1966,15,0.0831624152406992,,,0.166308288187209,,,
1967,15,0.0832553309027755,,,,,,
1968,15,0.0832364699358642,,,0.16649180083864,,,
1969,15,0.0832176108302208,,,,,,
1970,15,0.0831987621955687,,,0.166416373025789,,,
1971,15,0.0831802775761714,,,,,,
1972,15,0.0831617488962508,,,0.166342026472422,,,
1973,15,0.0831439903360491,,,,,,
1974,15,0.0831273918942807,,,0.16627138223033,,,
1975,15,0.0831095389845419,,,,,,
1976,15,0.0830963448772186,,,0.166205883861761,,,
1977,1,0.0832340771564022,,,,,,
1978,0,0.0832936472126984,,,,0.166389992089917,,
1979,0,0.0833501132349807,0.166643760447679,,,,,
1980,0,0.0833592488591386,,,,,,
1981,0,0.0833382896993441,0.166697538558483,,,,,
1982,0,0.0833173793516719,,,,,,
1983,0,0.0832965149539594,0.166613894305631,,,,,
1984,0,0.0832759295793326,,,,,,
1985,0,0.0832554904969036,0.166531420076236,,,,,
1986,0,0.0832350115258668,,,,,,
1987,0,0.0832147643913401,0.166449775917207,,,,,
1988,0,0.0831946717476763,,,,,,
1989,0,0.0831744772097001,0.166369148957376,,,,,
1990,0,0.0831540149457641,,,,,,
1991,0,0.0831336565574538,0.166287671503218,,,,,
1992,0,0.0831133073687165,,,,,,
1993,0,0.0830929783195682,0.166206285688285,,,,,
1994,0,0.0830728865138769,,,,,,
1995,0,0.0830529300029497,0.166125816516827,,,,,
1996,0,0.0830329731503655,,,,,,
1997,0,0.083066824253822,0.166099797404188,,,,,
1998,0,0.0831332841075109,,,,,,
1999,0,0.0831185293078054,0.166251813415316,,,,,
2000,0,0.0831022131779807,,,,,,
2001,0,0.0830837987811177,0.166186011959098,,,,,
2002,0,0.083069142597115,,,,,,
2003,0,0.0830540391437809,0.166123181740896,,,,,
2004,0,0.0830357568627905,,,,,,
2005,0,0.083019921276066,0.166055678138857,,,,,
2006,0,0.0830024077881138,,,,,,
2007,0,0.0829828201307279,0.165985227918842,,,,,
2008,0,0.0829631632511976,,,,,,
2009,0,0.0829436041738129,0.165906767425011,,,,,
2010,0,0.0829241258142286,,,,,,
2011,0,0.0829045833781294,0.165828709192358,,,,,
2012,0,0.0828850754388041,,,,,,
2013,0,0.0828656208570535,0.165750696295858,,,,,
2014,0,0.0828461753305702,,,,,,
2015,0,0.0828267587252502,0.16567293405582,,,,,
2016,0,0.0828073398740776,,,,,,
2017,0,0.0827879201635088,0.165595260037586,,,,,
2018,0,0.0827686398400793,,,,,,
2019,0,0.0827492242371259,0.165517864077205,,,,,
2020,0,0.0827299329349203,,,,,,
2021,0,0.0827136642195712,0.165443597154492,,,,,
